流水号,标题,英文标题,摘要,关键词,特征词,作者,作者单位,学科分类号,出处,ISSN,国内代码,人名主题,内部代码,语种,基金,国省市名,参文数,更新日期,著者文摘,期刊名,出版年,卷,期,页码
"2011148929
","艾司洛尔对瑞芬太尼-丙泊酚静脉复合腹腔镜手术麻醉效果观察
","
","目的:观察瑞芬太尼-丙泊酚静脉复合腹腔镜手术中,艾司洛尔能否在保持满意麻醉深度前提下减少丙泊酚和瑞芬太尼的用量,缩短苏醒时间。方法: 60例ASAI或Ⅱ级择期行腹腔镜下胆囊摘除手术患者,随机分为两组,1组:对照组(C组);2组:艾司洛尔组(E组),全部采取瑞芬太尼-丙泊酚静脉复合麻醉.给予维库溴铵0.1 mg/kg,待肌松完全后行经口明视气管插管.麻醉全过程通过BIS指导调节丙泊酚的血药浓度,通过血压和心率的变化调节瑞芬太尼的血药浓度来维持满意的麻醉深度,记录插管前(T2)、插管后5 min(T4)、切皮(T5)、气腹(T6)、关腹(T7)所对应的丙泊酚和瑞芬太尼的血药浓度值.记录从停药开始到能自主呼吸、睁开眼睛、拔管、回答切题的时间.记录整个麻醉过程中丙泊酚和瑞芬太尼的消耗总量。结果:瑞芬太尼和丙泊酚的血药浓度,E组在T2、T4、T5、T6、T7五个时间段都均小于C组(P<0.05).E组从手术结束到恢复自主呼吸、睁开眼睛、拔管、能正确回答问题的时间均短于C组(P<0.05).整个麻醉过程中,丙泊酚和瑞芬太尼的总消耗量,E组均少于C组(P<0.05)。结论:瑞芬太尼-丙泊酚静脉复合腹腔镜手术中,艾司洛尔能在保持满意的麻醉深度的前提下减少丙泊酚和瑞芬太尼的用量,更有利于快速平稳的苏醒.
","
","人类
","夏萍萍;叶治;王锷;梁思;郭曲练
","中南大学湘雅医院麻醉科,长沙 410078
","R614.1;R971.1;R971.2;R971.3;R971.4;R971.94
","中国医师杂志;2010;12(5):693-695
","1008-1372
","43-1274/R
","
","D28
","
","
","湖南
","0
","20110303
","AA
","中国医师杂志
","2010
","12
","5
","693-695
"
"2011123920
","碘海醇注射液致视力模糊并过敏性休克1例
","
","1病历患者,男,44岁,因肝炎肝硬化于2009—9—25日来我院就诊,肝脏B超显示低密度病灶建议肝脏CT增强扫描,当日9:03在我院放射科行CT增强扫描,以3ml/s的速度静脉推注碘海醇注射液100ml(通用电气药业有限公司,规格:35mg:100ml,批号:10961189),注射完毕后约1min出现眼睛红肿,[第一段]
","碘海醇注射液;视力模糊;过敏性休克
","成年人;男(雄)性;人类
","陈红鸽;吴荣荣
","解放军第302医院,北京 100039
","R339.14;R575.106;R593.1;*R981;R981.1
","药学实践杂志;2010;28(4):261
","1006-0111
","31-1685/R
","
","Y46
","
","
","北京
","0
","20110130
","F
","药学实践杂志
","2010
","28
","4
","261
"
"2011116850
","1例甲型H1N1流感带菌病人的护理
","Nursing care of one case of influenza A H1N_1 carrier
","甲型H1N1流感是由变异后的新型甲型H1N1流感病毒所引起的急性呼吸道传染病。主要通过飞沫经呼吸道传播,也可通过口腔、鼻腔、眼睛等处黏膜直接或间接接触传播。临床表现通常为流感样症状,包括发热、咽痛、流涕、鼻塞、咳嗽、咳痰、头痛、全身酸痛、乏力。我院作为当地传染病定点医院,收治了1例甲型H1N1流感带菌病例。现将护理报告如下。[第一段]
","
","人类
","贺钰;勾忠杰;李金林
","川北医学院附属第二医院/四川绵阳四0四医院, 621000
","R322.3;R51;R511.7
","护理研究;2010;(9B):2438
","1009-6493
","14-1272/R
","
","S60
","
","
","四川
","0
","20110130
","F
","护理研究
","2010
","
","9B
","2438
"
"2010531908
","西替利嗪致尖端扭转性室性心动过速1例
","
","西替利嗪主要用于皮肤和呼吸系统、眼睛的过敏性疾病,包括各种类型的荨麻疹、特应性皮炎、过敏性鼻炎、过敏性哮喘、气道反应性增高性咽喉炎等。常见的不良反应有头痛、困倦、口干、疲劳、胃肠综合征、药疹等,而对心脏毒性报道较少见。现将我科成功救治西替利嗪致尖端扭转性室性心动过速1例报道如下。[第一段]
","西替利嗪;尖端扭转;室性心动过速;过敏
","人类
","徐杰丰;陈国锋;李子龙;汪正权;高金丹
","余姚市人民医院急诊科,浙江 315400
","R441.4;*R541.71;R541.710.6;R971.92
","中国急救医学;2010;(1):92-93
","1002-1949
","23-1201/R
","
","Z22
","
","
","浙江
","0
","20110130
","F
","中国急救医学
","2010
","
","1
","92-93
"
"2010529409
","眉美学研究的进展
","
","眉是人们审视面部的焦点之一.一个理想的眉部形态不仅能使眉本身更加漂亮,同时也能使眼睛及面部更加美观。无论是静止的眉,还是动态的眉,都在面部的美观和表情中起着重要作用。[第一段]
","眉;美学;手术
","人类
","吴晓珊;翦新春;李艳;贺智晶;高兴
","中南大学湘雅医院口腔颌面外科,湖南长沙 410008
","R-05;R322.91;*R47
","中国美容整形外科杂志;2010;(1):40-42
","1673-7040
","21-1542/R
","
","SE3
","
","
","湖南
","0
","20110130
","F
","中国美容整形外科杂志
","2010
","
","1
","40-42
"
"2010527099
","甲型H1N1流感与妊娠
","
","甲型H1N1流感是由新型甲型H1N1流感病毒所引起的急性呼吸道传染病,主要通过飞沫和气溶胶经呼吸道传播,也可通过口腔、鼻腔、眼睛等处黏膜直接或间接接触传播。从2009年3月至4月,墨西哥部分地区爆发新甲型H1N1流感病毒(novelA/H1N1 influenzavirus)感染病例以来,至2009年9月全世界范围内已有超过170个国家的将近28万人确诊为H1N1感染,包括高危人员在内的死亡人数超过7000人。世界卫生组织已宣布将此次流感大流行警戒级别升为6级。[第一段]
","甲型H1N1流感;妊娠;胎儿
","女(雌)性;人类;妊娠
","狄小丹(综述);刘慧姝(审校);陈敦金(审校)
","广州医学院第三附属医院妇产科,广东广州 510150
","R322.3;R373.13;R511.7;R63;*R71
","中国实用妇科与产科杂志;2010;(1):67-69
","1005-2216
","21-1332/R
","
","ZM4
","
","
","广东
","0
","20110130
","F
","中国实用妇科与产科杂志
","2010
","
","1
","67-69
"
"2010523727
","静脉穿刺失败导致淤血肿胀并活动受限1例分析
","
","我科于2009—06—22遇1例因巡回护土眼睛老花,患者自身血管较脆而造成术后穿刺部位淤血肿胀、疼痛,活动受限。具体情况分析如下。[第一段]
","穿刺术/副作用;静脉;血瘀/病因学
","人类
","王琼;曾维
","湖北省武汉市,武昌医院 130063
","R322.12;R322.91;*R605;R619.2;R654.3
","中国误诊学杂志;2010;(5):1020
","1009-6647
","11-4518/R
","
","Z248
","
","
","湖北
","0
","20110130
","F
","中国误诊学杂志
","2010
","
","5
","1020
"
"2010513110
","人眼高阶像差与调节间关系的研究进展
","Progress of research in relationship between high order wavefront aberration and accommodation of human eye
","目的波阵面像差是评价眼睛光学性能的重要客观指标。人眼作为动态变化的光学系统,其调节和高阶像差间相互作用,影响视网膜图像质量。研究此二者间的关系,可以更合理解释复杂视觉问题。本文就人眼高阶像差的调节线索作用,伴随调节的改变,调节静止时的高阶像差微波动,以及近视性屈光不正与调节相关的高阶像差变化做一综述。
","像差;调节;眼
","人类
","南莉;李丽华;汤欣
","天津市眼科医院, 300020
","R322.91;R353;R778;R778.11;*R778.3
","中华眼科杂志;2010;46(3):285-288
","0412-4081
","11-2142/R
","
","Z81
","
","
","天津
","0
","20110130
","AA
","中华眼科杂志
","2010
","46
","3
","285-288
"
"2010504583
","阿立哌唑治疗成人抽动秽语综合征1例
","
","1病例患者,女性,32岁,无业。7岁开始出现不自主抽动,表现为频繁眨眼睛,挤鼻子,清嗓子,后症状逐渐加重,影响正常生活和学习,重复检查门窗是否关好,重复写字,诊断为“抽动秽语综合征”。曾服用氟哌啶醇、硫必利以及多种中药治疗,症状改善不明显。停药后症状逐渐加重,开始出现大声尖叫,控制不住骂人,耸肩等全身抽动。后于2002年在某医院行立体定向手术治疗,术后症状未见好转,且出现双上肢麻痹,右手控制不住戳左眼睛,致使左眼角膜受伤且丧失视力。近2年因抽动加重而不敢出门,不能工作,生活严重受到影响,因频繁尖叫而影响邻居,自知力存在,自感痛苦,[第一段]
","抽动秽语综合征;阿立哌唑
","成年人;儿童;女(雌)性;人类
","陈旭(1);崔永华(1);郑毅(2)
","(1)首都医科大学附属北京安定医院三科,100088; (2)首都医科大学附属北京安定医院儿科, 100088
","R323.42;R714.041;R745.7;*R749;R916.4;R971.94
","临床精神医学杂志;2010;20(1):50
","1005-3220
","32-1391/R
","
","L21
","
","
","北京
","0
","20110130
","F
","临床精神医学杂志
","2010
","20
","1
","50
"
"2010486115
","眼用制剂药动学研究实验方法概述
","
","眼用制剂是指直接用于眼部发挥治疗作用或诊断眼疾的制剂,包括溶液剂、混悬剂、眼膏剂、眼内注射溶液以及眼膜剂等,通过直接用药作为治疗眼病的方法。治疗药物一般不会发生全身作用。眼睛有着特别的解剖结构、生理条件和因素,如很窄的pH范围,泪液分泌、眨眼、化学和机械刺激容易引起流泪,眼部吸收面积很小,因此严重制约了药物透过角膜吸收,造成眼用制剂的生物利用度非常低,仅2%－10%。虽然眼部用药存在上述不足,[第一段]
","
","
","王适;何群
","湖南中医药大学药学院,长沙市 410208
","R283.6;R287;R322.91;R771
","中国药房;2009;20(4):302-304
","1001-0408
","50-1055/R
","
","ZG8
","
","
","湖南
","0
","20110130
","F
","中国药房
","2009
","20
","4
","302-304
"
"2010485422
","塞来昔布致面部水肿和全身皮疹1例
","
","患者,男,44岁,系我院急诊科医师,自觉腰痛,于2008年3月29日16:30口服塞来昔布胶囊(辉瑞制药,批号BK070502)200mg。1.5h后患者感觉脸部有麻木感,眼睛睁不开。体检:整个颜面水肿,以唇部最明显,全身发红,布满红色痱子样皮疹。在急诊室立即给予静注地塞米松10mg和10%葡萄糖酸钙10mL;口服泼尼松片2片/次,tid。[第一段]
","塞来昔布;水肿;皮疹
","成年人;男(雄)性;人类
","洪冰;叶爱菊
","浙江省三门县人民医院药剂科, 317100
","R323.1;R442.5;R916.4;R977.15;*R978
","中国医院药学杂志;2009;29(4):340
","1001-5213
","42-1204/R
","
","Z43
","
","
","浙江
","0
","20110130
","F
","中国医院药学杂志
","2009
","29
","4
","340
"
"2010478252
","生物制剂治疗白塞病的研究新进展
","
","白塞病(Behcet's disease,BD)是一种全身性、慢性、血管炎症性疾病,大、中、小血管均可以受累,主要表现为复发性口腔溃疡、生殖器溃疡及眼炎,也可以累及皮肤、关节、神经系统、消化系统、肺及肾脏等器官。本病在东亚、中东和地中海地区发病率较高,安那托利亚的土耳其人的发病率最高,为(100-370)/10万^[1],我国发病率在北方约为14/10万,南方比北方少^[2]。BD患者男性多于女性,且病情比女性重,尤其是眼部受累的症状^[3],其中约50%左右的BD患者眼睛受累,致盲率可达25%,[第一段]
","
","男(雄)性;女(雌)性;人类
","陈小云;张莉芸;刘雅妮;霍月红
","山西医科大学第二医院风湿免疫科,太原 030001
","R322.91;R322.99;R392-33;R751;R773.9;R781.9
","中华风湿病学杂志;2009;13(1):57-59
","1007-7480
","14-1217/R
","
","F07
","
","山西省科技攻关基金(2007031093-4); 太原市科技局科技兴市项目(0504020)
","山西
","0
","20110130
","F
","中华风湿病学杂志
","2009
","13
","1
","57-59
"
"2010451507
","无眼和小眼畸形的研究和治疗进展
","Progress in research and treatment of anophthalmos and microphthalmos
","在颅颌面外科的临床工作中,经常要遇到小眼睛或无眼睛的患者。由于对该类畸形了解不够,往往会感到束手无策或仅仅对眼睑进行了美容整形。为了更深入掌握该类疾病,为患者提供最大的治疗,我们对该类畸形的研究和治疗现状进行了文献回顾,现综述如下。[第一段]
","
","人类
","唐晓军(综述);归来(审校)
","北京协和医学院中国医学科学院整形外科医院颌面外科,北京 100144
","R321.6;R322.91;R771.1
","中国美容医学;2010;19(8):1259-1260
","1008-6455
","61-1347/R
","
","ZK6
","
","
","北京
","0
","20101225
","F
","中国美容医学
","2010
","19
","8
","1259-1260
"
"2010379623
","中西医结合治疗原发性胆汁性肝硬化1例
","
","李某某,女,52岁,2009年9月18日初诊。尿液呈深黄色半年,腹胀伴双下肢浮肿1个月,加重伴发热、腹痛1周入院。患者于半年前发现尿黄似茶色,眼睛及皮肤轻微黄染,皮肤瘙痒,无明显不适,未予就医。近1个月出现发热,畏寒,皮肤及巩膜明显黄染,皮肤夜间偶有瘙痒,腹胀,尿少,尿色如浓茶色,双下肢浮肿,食欲下降,[第一段]
","原发性胆汁性肝硬化;中西医结合疗法;验案
","老年人;女(雌)性;人类
","王丹(1);刘文金(2)
","(1)天津中医药大学,天津300193; (2)天津中医药大学第一附属医院
","*R575.2;R282.71;R322.99;R442.2;R575.22
","山西中医;2010;26(7):25
","1000-7156
","14-1110/R
","
","S09
","
","
","天津
","0
","20101030
","F
","山西中医
","2010
","26
","7
","25
"
"2010376638
","红眼在基层医疗中的诊断和治疗
","
","红限是基层医疗最常见的眼科问题之一。几乎眼睛任何部位(包括眼睑、泪腺)发炎或流泪障碍,均可能导致红眼。尽管知道转诊病人到眼科医生处是至关重要的,但是初级保健医生经常可以有效地管理红眼。[第一段]
","手足口病;小儿;阿昔洛韦;清瘟败毒饮;治疗
","人类
","HOLLY CRONAU(1);RAMANA REDDY KANKANALA(1);THOMAS MAUGER(1);周洁清(译)(2);孙允伟(译)(2);于明军(译)(2)
","(1)The Ohio State University College of Medicine, Columbus, Ohio; (2)中国医科大学七年制
","*R771;R192.3;R322.91;R77
","中国实用乡村医生杂志;2010;(7):40-44
","1672-7185
","21-1502/R
","
","S99
","
","
","美国
","0
","20101030
","F
","中国实用乡村医生杂志
","2010
","
","7
","40-44
"
"2010357667
","失对焦敏感现象的脑电图1例报告
","
","在自然环境中,人们的眼睛不外乎处于睁眼、闭眼后即刻(eyes closure)、闭眼(eyes closed)、眨眼或失对焦(fixationoff)等状态。有些发作类型癫痫综合征可表现为对某种眼状态敏感。失对焦敏感见于原发部分性主要伴随枕叶发放的癫痼、原发性和隐源性全面性癫痫,甚至是无症状的患者。[第一段]
","枕叶癫痫;失对焦敏感;脑电图
","人类
","邓馨;吴逊
","北京大学第一医院神经内科脑电图室,北京 100034
","*R742.1;R322.91;R339.146
","癫痫与神经电生理学杂志;2010;(3):191-192
","1674-8972
","52-1152/R
","
","L20
","
","
","北京
","0
","20101015
","F
","癫痫与神经电生理学杂志
","2010
","
","3
","191-192
"
"2010349661
","猫眼综合征1例
","
","临床资料:患儿,女,3岁半,因智力缺陷,运动发育迟滞来院就诊。查体:眉弓内侧突出,眼睛小,轻度眼距宽,上眼睑下斜,颌小,表情呆滞,双手小指短,食指中指较长,桡骨发育不全,双下肢张力差,体重身高发育迟缓。患儿系第1胎,剖宫产儿,足月出生,出生体重1600g,髋关节脱位。10个月后,因感冒去医院就诊,发现心脏杂音,心脏超声示先天性心脏病,房间隔缺损,肺动脉瓣狭窄。[第一段]
","猫眼综合征;虹膜缺损;染色体
","动物;儿童;儿童, 学龄前;猫;女(雌)性;人类
","常洪劲(1);陈丽(2);陈新科(1)
","(1)济宁医学院附属医院,山东济宁272029; (2)兵团农七师医院,新疆奎屯 833200
","*R394.1;R-332;R194.3;R322.91;R442.8;R749.93
","济宁医学院学报;2010;33(3):226
","1000-9760
","37-1143/R
","
","J07
","
","
","山东
","0
","20101015
","F
","济宁医学院学报
","2010
","33
","3
","226
"
"2010348971
","计算机视觉综合征的发展和现状
","Development and current status of computer vision syndrome
","计算机正逐步成为我们日常生活的一部分内容,越来越多的人体验到各种各样与计算机使用密切相关的视觉症状,包括眼睛疲乏、易激惹、赤红、视觉模糊、双重视觉等症状,即计算机视觉综合征。本文描述视觉综合征的特征和治疗方法。计算机视觉综合征症状也许是视觉表面反常性或适应性痉挛造成的,同时,各种外在因素譬如照明设备、强光、显示颜色和分辨率以及光照时间等都会对视觉综合征造成不同程度的影响。
","
","
","马进;胡文东;文治洪;王涛;李晓京;韩文强
","第四军医大学航空航天医学系/医学装备教研室教育部重点实验室,西安 710032
","R319;R339.14;R395;R442.8
","临床眼科杂志;2010;18(3):273-278
","1006-8422
","34-1149/R
","
","L03
","
","国家自然科学基金资助(编号:60879007)
","陕西
","0
","20101015
","AA
","临床眼科杂志
","2010
","18
","3
","273-278
"
"2010348331
","四足动物起源研究的新进展
","New development of study on the origin of tetrapod
","四足动物的起源是生物进化过程中的关键问题之一。2006年,美国学者Daeschler E B和Shubin N H在加拿大努纳武特地区南部的埃勒斯米尔岛上发掘了一系列距今3.75亿年的Tiktaalik鱼化石。该鱼与希望螈(Elpisto-stegalian)一样均没有背鳍、没有鳃盖、子鳃盖、外肩胛骨;而具有宽大的背腹性明显的扁平颅骨,以及位于颅骨背面的眼睛,还具有成对的额骨、微鼻孔和位于末端的口,并具备了四足动物的一些特征,诸如较大的通气孔、可活动的颈部、伏瓦状排列的肋骨,胸鳍出现了挠骨的分化,并有骨质关节。这一发现填补了从海洋动物到四足动物的空白。
","四足动物;Tiktaalik鱼;肺鱼
","动物
","沈银柱(1);张尚宏(2);葛荣朝(1);齐志广(1);吴君哲(1);马晓斐(1);黄占景(1)
","(1)河北师范大学生命科学学院,石家庄050016; (2)中山大学生命科学学院,广州 510275
","R-332;R322-332;R322.71;R323.1;R323.72
","生物学杂志;2010;(3):63-65,68
","1008-9632
","34-1081/Q
","
","SC7
","
","河北师范大学第七批建设课程重点资助项目(2007004)
","河北
","0
","20101015
","AA
","生物学杂志
","2010
","
","3
","63-65,68
"
"2010343723
","桥本甲状腺炎1例报告
","
","患儿,女,9岁,因双眼浮肿,蛋白尿3个月于2004年6月就诊.患儿3个月前家属发现患儿双眼睑浮肿,无红尿,尿量可.曾在外院查血压90/50mmHg,尿常规:蛋白(艹),余无特殊,血尿素氮9.8mmol/L,血肌酐176.8μmol/L,Hb88g/L,按""肾炎""治疗,水肿不减,尿蛋白波动在(+)至(艹),且食纳差,遂来本院求治.患者精神不振,大便每1－2d1次,无尿频、尿急、尿痛.睡眠较多,眼睛变小,眼皮变厚,既往无手术、外伤史,无重大疾病史.……[第一段]
","
","儿童;女(雌)性;人类
","杜福寿;詹超明
","都昌县妇幼保健院, 江西都昌 332600
","R322.91;R446.12;R446.131
","九江医学;2006;(1):80-81
","1006-3838
","36-1188/R
","
","JB3
","
","
","江西
","0
","20100930
","F
","九江医学
","2006
","
","1
","80-81
"
"2010293564
","微创整形美容外科系列讲座(四)——眼部微创整形手术
","
","眼居五官之首,是人类内心世界的显示器,能充分反映人的喜、怒、哀、乐,故称它为心灵的窗口。它是人体容貌中最显露、醒目的器官,是容貌美的中心。因此,一双漂亮而完美的眼睛,在人体美中能起到锦上添花的作用。从美学角度来看,眼睛的大小与面型的大小要符合一定的比率。[第一段]
","
","人类
","侯典举
","中国医学科学院、北京协和医科大学整形外科医院微创整形美容中心,北京 100144
","R322.91;R323.1;R622
","中国美容医学;2010;19(4):583-586
","1008-6455
","61-1347/R
","
","ZK6
","
","
","北京
","0
","20100730
","F
","中国美容医学
","2010
","19
","4
","583-586
"
