流水号,标题,英文标题,摘要,关键词,特征词,作者,作者单位,学科分类号,出处,ISSN,国内代码,人名主题,内部代码,语种,基金,国省市名,参文数,更新日期,著者文摘,期刊名,出版年,卷,期,页码
"2017683732
","中药熏蒸与人工泪液联用及综合护理对干眼症的治疗效果
","The treatment effect of Chinese medicine fumigation,artificial tears and comprehensive care on xerophthalmia
","目的:探讨中药熏蒸结合西医人工泪液及综合护理对干眼症的治疗效果。方法:选取干眼症患者120例为研究对象,随机分为西医人工泪液治疗37例(A组)、中药熏蒸治疗39例(B组)、中药熏蒸结合人工泪液治疗44例(C组),三组均行综合护理,连续治疗20天,并随访1个月,用分泌泪液指数、人工泪液使用频率、眼睛不适症状总数及VAS舒适度评价各组治疗后第20天和随访1个月的临床效果。结果:与治疗前相比,治疗第20天,A、B、C三组在泪液分泌指数、眼睛不适症状总数及VAS舒适度均显著改善(P<0.05)。随访1个月,C组与A组相比,上述指标显著更优(均P<0.05);与B组相比,C组眼睛不适症状总数显著减少(P<0.05),两眼泪液指数显著增加(P<0.05);C组有效率显著高于A及B组(P<0.05)。结论:在综合护理下,中药熏蒸结合西医人工泪液治疗干眼症效果明显优于单独中医和西医治疗效果,可有效提升患者生活质量。
","干眼症;中药熏蒸;中西医结合;综合护理
","人类
","张华;宋玲玲;李婧;吕炳霞
","山东大学附属省立医院眼科,山东济南 250021
","R244.9;R322.91;R591.412;*R777.34;R944.1;R988.1
","西部医学;2017;29(9):1316-1319
","1672-3511
","51-1654/R
","
","XY1
","
","山东省科技发展计划项目(2012YD18048)
","山东
","0
","20180309
","AA
","西部医学
","2017
","29
","9
","1316-1319
"
"2017679464
","岩盐气溶胶疗法对改善尘肺病临床症状的观察
","
","目的:观察岩盐气溶胶疗法对尘肺病复治疗的临床效果。方法:将我院2010年8月至2013年11月收治的200例尘肺病患者随机分为两组(各100例),对照组给予患者给予常规药物治疗,观察组在药物治疗的基础上加用岩盐气溶胶疗法。结果:观察组咳嗽、咳痰、呼吸困难减轻,观察组总有效率为96%,高于对照组(71%)。观察组各期尘肺的临床疗效明显优于对照组,Ⅰ期尘肺组盐疗有效率98.1%高于对照组73.5%,Ⅱ期尘肺组、Ⅲ期尘肺组盐疗有效率为100%,高于对照58.3%,差异有统计学意义(P<0.05),观察组短期不良反应有咽干、眼睛干痒,皮肤痒,对症治疗可消除。结论:岩盐气溶胶疗法对尘肺病康复中临床症状的改善有一定效果。
","岩盐气溶胶;疗法;尘肺;治疗效果
","人类
","王洋;刘锡诚;姜鹏;金环宇;安娜;刘实
","黑龙江省第二医院,哈尔滨 150010
","R322.99;R598;R916.4;R944.7
","中华劳动卫生职业病杂志;2017;35(7):530-531
","1001-9391
","12-1094/R
","
","Z59
","
","
","黑龙江
","0
","20180309
","AA
","中华劳动卫生职业病杂志
","2017
","35
","7
","530-531
"
"2017598071
","玻璃酸钠滴眼液与贝复舒滴眼液对眼角结膜干燥症患者的临床疗效评价
","
","目的:评价玻璃酸钠滴眼液与贝复舒滴眼液联用治疗眼角结膜干燥症(简称干眼症)患者的临床疗效。方法:选取2014年6月-2016年6月间诊治的干眼症患者100例临床资料,采用随机化分组原则,将其分为观察组和对照组,每组50例;观察组患者给予玻璃酸钠滴眼液和贝复舒滴眼液滴眼治疗,对照组患者给予玻璃酸钠滴眼液滴眼治疗,比较两组患者治疗后的总有效率和治疗前后FS、BUT、SIT以及眼部症状评分值的改善程度。结果:观察组患者治疗前后FS、BUT、SIT和眼部症状评分值的改善程度均优于对照组(P<0.05);观察组患者治疗后的总有效率为96.00%高于对照组为80.00%(P<0.05)。结论:采用玻璃酸钠滴眼液与贝复舒滴眼液联用治疗干眼症的临床疗效较为确切,可有效改善患者泪液的分泌,缓解了眼睛干涩程度。
","玻璃酸钠滴眼液;贝复舒滴眼液;干眼症
","人类
","杨红兰;刘忆华
","监利县人民医院眼科,湖北监利 433300
","R322.91;R341.6;R916.3;R944.1;*R969.3;R977.6;R988.1
","抗感染药学;2017;14(4):862-864
","1672-7878
","32-1726/R
","
","KG1
","
","湖北省自然科学基金项目(编号:2010CDZ054)
","湖北
","0
","20171231
","AA
","抗感染药学
","2017
","14
","4
","862-864
"
"2017559762
","三位一体眼保健模式对学龄前儿童视力健康水平的影响
","Influence of three-in-one eye care model on the visual health of preschool children
","目的:探讨三位一体眼保健模式对学龄前儿童视力健康水平的影响。方法:2015年1月-2017年1月从我市5所幼儿园随机抽取210例学龄前儿童为研究对象,随机分为观察组和对照组,每组各105例。给予对照组学龄前儿童及其家长常规健康教育,观察组在对照组基础上给予三位一体眼保健模式进行干预。两组均连续干预、观察2个月,2个月后对两组儿童用脏手揉眼睛、连续读写时间超过15min、每天连续看荧光屏超过30min等不良用眼习惯的发生情况进行比较;对儿童经常洗手、正确的读写姿势、每天做眼保健操超过2次等眼部保健行为进行统计、分析。结果:观察组学龄前儿童用脏手揉眼睛、连续读写时间超过15min、每天连续看荧光屏超过30min等不良用眼习惯率显著低于对照组,差异有统计学意义(P<0.05);观察组学龄前儿童经常洗手、正确的读写姿势、每天做眼保健操超过2次等眼部保健行为率显著高于对照组,差异有统计学意义(P<0.05);两组学龄前儿童干预前视力不良情况相当,差异无统计学意义(P>0.05);观察组学龄前儿童干预后视力不良情况得到显著改善,对照组学龄前儿童干预后视力不良情况加重,差异有统计学意义(P<0.05)。结论:三位一体保健模式干预能够显著纠正学龄前儿童的不良用眼习惯,对于促使儿童养成良好用眼习惯,改善其视力不良情况,具有显著的作用。
","三位一体眼保健模式;学龄前儿童;视力健康
","儿童;儿童, 学龄前;人类
","欧阳敏
","江西省赣州市妇幼保健院眼科,江西赣州 341000
","R195.1;R197.1;R322.91;R339.14;*R770.42
","中国当代医药;2017;24(20):82-84
","1674-4721
","11-5786/R
","
","ZG51
","
","
","江西
","0
","20171231
","AA
","中国当代医药
","2017
","24
","20
","82-84
"
"2017379212
","肝气郁结型代谢综合征大鼠模型的建立及其特征分析
","Establishment of Rat Models with Metabolic Syndrome of Liver-qi Stagnation Pattern and Analysis of Its Characteristics
","目的:建立肝气郁结型代谢综合征(MS)大鼠模型,为研究肝气郁结对MS的影响提供一种可靠的动物模型。方法:将刚离乳的自发性高血压大鼠(SHR)采用高脂饲料喂养的方式建立MS大鼠模型,将成功建模的大鼠随机分为实验组和对照组。实验组采用束缚的方式继续进行肝气郁结型MS大鼠模型造模,直至出现典型肝气郁结表现后,测两组大鼠的体质量、体长、腹围、鼠尾动脉血压、空腹血糖、血脂4项[包括总胆固醇(TC)、三酰甘油(TG)、低密度脂蛋白(LDL-C)和高密度脂蛋白(HDL-C)],计算体重指数(Lees指数)。结果:高脂组SHR在高脂饲料喂养14周后有33只大鼠的质量、腹围、Lees指数、血压、血糖、TG和HDL-C与普通膳食组平均值比较差异具有统计学意义(P<0.05),符合MS大鼠模型标准。在肝气郁结造模阶段,经20d无间断造模,实验组中16只MS大鼠与对照组比较均出现明显反应迟钝、行动迟缓,甚者出现长时间蜷伏于铁笼内不动、对外界声音刺激无警觉性反应、背毛稀疏且枯黄无泽、眼睛眯小、形体瘦小、体质量减轻(P<0.05)等典型的肝气郁结动物模型表现。结论:以高脂饲料喂养14周,可诱导部分SHR出现典型的MS表现,对其继续采用束缚的方式造模20d,可诱导MS大鼠出现典型的肝气郁结表现,成功建立肝气郁结型MS大鼠模型。
","代谢综合征;肝气郁结型;高脂饲料;束缚;自发性高血压大鼠
","大鼠;动物
","夏晓莉;蔡鑫桂;陈伯钧
","广州中医药大学第二临床医学院,广东广州 510120
","R-332;*R228;R256.49;*R259.89;R363-332;R543.5;R589
","山东中医药大学学报;2017;41(3):281-284
","1007-659X
","37-1279/R
","
","S05
","
","广东省自然科学基金资助项目(编号:7004839)
","广东
","0
","20171231
","AA
","山东中医药大学学报
","2017
","41
","3
","281-284
"
"2017624221
","眼部按摩法配合药物治疗青少年假性近视60例疗效观察
","Clinical observation of eye massage combined with drug therapy in the treatment of 60 cases with juvenile pseudo myopia
","目的:观察眼部按摩法配合药物对青少年假性近视的临床疗效。方法:按照随机分配的方法(采取简单随机抽样方式分配)将100名青少年分成2组,其中实验组60名,对照组40名,实验组口服杞菊地黄丸配合按摩法进行治疗,疗程为1个月,对照组药物同实验组,不做按摩治疗,并在疗程结束1个月后进行随访。结果:治疗1个月后,实验组有效率为86.7%,2个月后为89.3%;对照组有效率为57.5%,2个月后为60.2%,并根据参与本研究的志愿者反馈信息来看,眼部按摩法配合药物使用对于学习工作而产生的眼睛干涩、疲劳等不适症状具有良好的缓解作用。结论:眼部按摩法配合药物使用对青少年假性近视的治疗效果较好,并能有效的缓解眼部不适症状。
","药物;眼部按摩法;青少年假性近视;眼部不适
","青少年;人类
","靳晨晨;丁涛;张阳;宋婷婷
","安徽中医药大学,安徽合肥 230038
","R-331;R195.1;R33;R778.11
","中医药临床杂志;2015;(8):1148-1149
","1672-7134
","34-1268/R
","
","ZY8
","
","安徽中医药大学创新创业训练基金(2014009)
","安徽
","0
","20171124
","AA
","中医药临床杂志
","2015
","
","8
","1148-1149
"
"2017348541
","糖尿病性白内障患者人工晶状体植入术后保护动机干预模式的研究
","The protection motivation intervention on patients with diabetic cataract after implantable collamer lens implantation
","目的:探讨保护动机干预在糖尿病性白内障患者人工晶状体植入术后康复中的作用。方法:选取糖尿病性白内障患者118例,按随机数字表法分为观察组与对照组,每组59例.2组患者住院时均行常规护理模式,观察组同时给予保护动机干预.评估2组患者围手术期血糖变化、术后视力恢复及生命质量指数情况。结果:观察组患者术日晨、术后1d空腹血糖分别为(8.27±1.25)、(9.52±2.44)mmol/L,对照组分别为(10.49±1.48)、(12.77±3.36)mmol/L,2组比较差异有统计学意义(t=-5.392、-6.755,P<0.01).观察组术后1、3个月视力分别为0.64±0.22、0.67±0.30,明显高于对照组的0.56±0.18、0.58±0.20,且观察组出现术后盲或低视力率为3.95%(3眼),明显低于对照组的13.51%(10眼),2组比较差异有统计学意义(t/χ2=2.492、2.209、4.013,均P<0.05).观察组生命质量指数为(7.70±1.13)分,对照组生命质量指数为(5.22±1.48)分,2组比较差异有统计学意义(t=3.660,P<0.05)。结论:保护动机干预能明显提高糖尿病性白内障患者术后视力,减少并发症的发生,提高患者生命质量.
","白内障;糖尿病;视力,眼睛;有晶状体眼人工晶状体植入术;保护动机
","人类
","吴云燕;李莉;王好莎
","山东大学附属省立医院眼科,济南 250021
","R587.1;R619.2;R776.1;R778.3
","中国实用护理杂志;2017;33(10):725-729
","1672-7088
","21-1501/R
","
","S44
","
","
","山东
","0
","20171024
","AA
","中国实用护理杂志
","2017
","33
","10
","725-729
"
"2017336715
","贝复舒在全麻患者手术中眼睛保护的效果观察
","
","目的:探讨应用贝复舒滴眼液对全麻手术患者眼睛的保护作用。方法:选择我院外科手术全麻患者158例,随机分为两组,各79例,对照组全麻后常规用四环素眼膏涂眼;观察组全麻后应用贝复舒滴眼液冲洗保护眼睛,比较两组患者眼睛的保护效果。结果:观察组中出现并发症9例(11.39%),而对照组中出现并发症34例(43.04%),差异有统计学意义(P<0.05)。结论:全麻手术患者使用贝复舒滴眼液,可减少术后常见眼科疾病的发生,为全麻手术患者提供一种效果好、便捷、安全可靠的新型眼睛保护方法,经济实用、方便,临床可操作性强,值得临床推广使用。
","贝复舒;全麻;眼睛保护;效果
","人类
","陈尔英;罗永香;黄国雄;潘振斌;劳景茂;张培丽;钟恒芳;吴小华
","广西钦州市第一人民医院, 535000
","*R614;R322.91;R341.6;R614.2;R619.1;R977.6
","医学理论与实践;2017;30(8):1180-1181
","1001-7585
","13-1122/R
","
","YA7
","
","广西钦州市科学技术局科技攻关课题(20133510)
","广西
","0
","20171024
","AA
","医学理论与实践
","2017
","30
","8
","1180-1181
"
"2017308944
","针刺联合肌内效贴治疗周围性面神经炎的疗效观察
","Clinical observation of peripheral facial neuritis treated with acupuncture combined with Kinesio Taping
","目的:观察针刺联合肌内效贴治疗周围性面神经炎的临床疗效。方法:将80例周围性面神经炎患者按随机数字表法分为治疗组(针刺联合肌内效贴组)和对照组(单纯针刺组),两组患者均接受常规药物治疗。两组患者治疗前,治疗后2周、4周采用House-Brackmann面神经分级标准给予评定,并在治疗前后采用中文版FaCE量表评价面神经麻痹患者的生存质量。结果:治疗后2周、4周,两组House-Brackmann评分均较治疗前改善(P<0.05),且治疗组优于对照组(P<0.05)。治疗4周后两组FaCE量表比较,两组评分均较治疗前提高,差异有显著性意义(P<0.05),与对照组相比,治疗组对于改善面部运动、面部感觉、口腔功能、泪液分泌、社会功能等方面疗效更为明显(P<0.05),对于改善眼睛感觉,治疗组与对照组疗效相当,差异无显著性意义(P>0.05)。结论:针刺联合肌内效贴能进一步改善患者面神经功能,提高患者生存质量。
","肌内效贴;针刺;周围性面神经炎
","人类
","屈菲;颜海霞;刘言薇;陈佩顺;关红丽;周海旺;彭绮云;黄臻
","广州市番禺区中心医院康复医学科,广州 511400
","*R245;R323.1;R338.7;*R745.1;R745.12;R745.44
","中国康复医学杂志;2017;32(4):424-427,450
","1001-1242
","11-2540/R
","
","ZA7
","
","
","广东
","0
","20170921
","AA
","中国康复医学杂志
","2017
","32
","4
","424-427,450
"
"2017296473
","RetCamⅢ与SureSight联合追踪随访筛查婴幼儿眼病结果分析
","
","目的:探讨联合应用Ret CamⅢ与Sure Sight病例追踪随访筛查婴幼儿眼病的效果。方法:选取2015年3月至2016年3月期间在我院行视力筛查的婴幼儿74例78眼,按照随机数表发分为观察组(n=37例38眼)和对照组(n=37例40眼)。所有婴幼儿行双目间接眼底镜检查,以其结果作为""金标准"",观察组联合应用Ret CamⅢ及Sure Sight检查,对照组则只行Ret CamⅢ检查,比较两种检查方法对眼底病变检出情况与双目间接眼底镜检查的符合率,同时采用ROC曲线分析联合应用Ret CamⅢ和Sure Sight及单独应用Ret CamⅢ对婴幼儿眼病的筛查价值。结果:观察组眼病患者与双目间接检查结果的符合率为89.47%,明显高于对照组的72.50%,差异有统计学意义(P<0.05);ROC曲线分析显示,观察组预测患儿眼病的敏感度、特异度和ROC曲线下面积均明显高于对照组,差异均有统计学意义(P<0.05)。结论:联合应用Ret CamⅢ及Sure Sight对婴幼儿眼病进行筛查具有较高的符合率、灵敏度和特异度,联合应用Ret CamⅢ及Sure Sight可为婴幼儿的眼睛筛查提供参考。
","RetCamⅢ;SureSight;眼病;筛查;随访
","儿童;儿童, 学龄前;人类;婴儿
","袁惠华;龙娟;庞英;丰俊;熊惠民;王江
","东莞市妇幼保健院,广东东莞 523000
","R181.2;R322.91;R349.21;R771
","海南医学;2017;28(5):822-824
","1003-6350
","46-1025/R
","
","H03
","
","广东省东莞市科技计划项目(编号:201410515000676)
","广东
","0
","20170921
","AA
","海南医学
","2017
","28
","5
","822-824
"
"2017284182
","睑板腺按摩治疗睑板腺功能障碍型干眼的疗效观察
","
","目的:观察自行睑板腺按摩和眼科门诊睑板腺按摩治疗睑板腺功能障碍型(MGD)干眼的疗效。方法:选择2015年1月-2015年9月眼科门诊就诊的MGD型干眼患者进行研究,184例患者共计368眼被随机分为研究组和对照组各92例184眼,观察两组治疗前和治疗3月后眼表疾病指数(OSDI)评分、泪膜破裂时间(BUT)、泪液分泌试验(SIT)和睑板腺评分。结果:治疗前两组干眼症状、对生活影响、环境对眼睛影响及总分均无统计差异(P>0.05),治疗后研究组干眼症状、对生活影响、环境对眼睛影响及OSDI总分均明显低于对照组(P<0.01)。治疗前两组BUT、SIT和睑板腺评分差异无统计学意义(P>0.05),治疗后研究组BUT、SIT高于对照组(P<0.01),研究组睑板腺评分低于对照组(P<0.01)。结论:眼科门诊睑板腺按摩治疗MGD型干眼效果显著,值得临床推广应用。
","睑板腺按摩;睑板腺功能障碍;干眼
","人类
","李宏;陈铁红
","沈阳爱尔眼科医院,沈阳 110000
","R322.91;R591.412;R77;*R777.34
","航空航天医学杂志;2017;28(1):89-91
","2095-1434
","23-1571/R
","
","H46
","
","
","辽宁
","0
","20170921
","AA
","航空航天医学杂志
","2017
","28
","1
","89-91
"
"2017446703
","角膜塑形镜控制儿童近视效果的疗效分析
","
","目的:分析角膜塑形镜对儿童近视的控制以及临床疗效。方法:随机选取我院近3年收治的120例近视儿童,按照随机双盲原则分为实验组与对照组,对照组60例近视患儿给予配戴框架眼镜治疗,实验组60例患儿给予配戴角膜塑形镜治疗。3年后随访参与本次实验的近视患儿,采用Log MAP视力表及IOL-Master光学生物测量仪测量两组患儿球镜度数、裸眼视力、眼轴长度、角膜厚度、角膜屈光度等变化情况。结果:研究发现两组患儿在进行了为期三年的治疗后,两组患儿的近视程度均有一定程度的控制,实验组患儿近视增长速度明显低于对照组,实验组患儿治疗3年后球镜度数为(-3.19±1.03)D,裸眼视力为(0.69±0.14),眼轴长度为(27.76±1.3)mm,角膜厚度为(546.6±23.64)um,角膜曲光度为(38.02±2.23)D。实验组各项数值明显优于对照组患儿的平均水平。结论:近视患儿及时给予角膜塑形镜治疗,可以有效缓解近视患儿由于长期佩戴框架眼睛造成的眼睛酸胀、干涩等情况,从而提高患儿戴镜治疗的依存性,可以有效控制近视度数的增长,眼轴的增长,对控制近视患儿视力的发展具有重要的临床意义。
","
","儿童;人类
","王红婷;陆勤康;王惠云;童奇湖
","宁波市鄞州人民医院,浙江宁波 315100
","R322.91;R778.11;R778.3
","中国妇幼健康研究;2016;(S2):199
","1673-5293
","61-1448/R
","
","GC3
","
","
","浙江
","0
","20170921
","AA
","中国妇幼健康研究
","2016
","
","S2
","199
"
"2017425250
","全麻下头面部手术病人眼睛护理方法的探讨
","
","目的:对全麻下头面部手术病人眼睛护理方法予以探究并分析。方法:随机选取自2013年5月－2014年4月期间于我院进行全麻下头部手术病人共60例作为研究对象,探究不同方式对患者实施眼睛护理的效果,按照患者挂号的先后顺序,将其随机均分成三组,A组、B组和C组各自20例,其中A组患者在全麻前只嘱其自然闭眼,B组患者予以输液贴膜,C组患者先涂金霉素眼膏再贴输液贴膜,对比分析三组患者的临床护理效果。结果:C组患者的临床护理效果显著高于A组和B组,组间具有明显差异, P<0.05,且差异具有统计学研究意义。结论:对全麻下头部手术病人眼睛护理中,对患者先涂金霉素眼膏再贴输液贴膜,同时采取对症眼睛护理方式,明显减少了患者术后并发症的发生率,提升了临床护理效果,值得在临床上大力推广和应用。
","
","人类
","郑美;罗琼
","新疆喀什地区第二人民医院手术室,新疆喀什 844000
","R322.91;R323.1;R614.2
","医药前沿;2016;6(6):269-270
","2095-1752
","13-1405/R
","
","Y24
","
","
","新疆
","0
","20170921
","AA
","医药前沿
","2016
","6
","6
","269-270
"
"2017414821
","复方血栓通胶囊治疗糖尿病性视网膜病变患者的临床疗效
","
","目的:探讨复方血栓通胶囊治疗糖尿病性视网膜病变(DR)患者的临床疗效。方法:选取2015年2月至2016年2月南方医科大学南方医院新塘医院收治的203例DR患者作为研究对象,按照随机数字表法将其分为研究组(102例)和对照组(101例)。对照组患者予以常规糖尿病治疗方案,研究组患者在对照组基础上采用复方血栓通胶囊进行治疗,比较两组患者临床疗效及视力改变情况。结果:研究组患者治疗的总有效率明显高于对照组,差异有统计学意义(P<0.05);治疗后对两组患者两只眼睛均进行视力检查,结果显示,研究组患者视力治疗的有效率明显高于对照组,差异有统计学意义(P<0.05)。结论:应用复方血栓通胶囊对糖尿病性视网膜病变患者进行治疗,临床疗效显著,能够有效提高患者视力水平,对指导临床治疗具有重要意义。
","
","人类
","钟仲辉
","南方医科大学南方医院新塘医院,广东广州 511340
","R282.71;R774.1;R944.5
","中国药物经济学;2016;(12):82-84
","1673-5846
","11-5482/R
","
","ZZ26
","
","
","广东
","0
","20170921
","AA
","中国药物经济学
","2016
","
","12
","82-84
"
"2017410060
","重组牛碱性成纤维细胞生长因子滴眼液在全麻手术患者眼睛保护中的应用
","
","目的:观察重组牛碱性成纤维细胞生长因子滴眼液(贝复舒滴眼液)及四环素眼膏对全麻手术患者眼睛的保护作用。方法:选择2013年6－12月在我院外科住院手术治疗的全麻患者60例,再按住院号单双随机分为两组。对照组30例,全麻后常规用四环素眼膏涂眼;观察组30例,全麻后应用贝复舒滴眼液进行眼睛保护。比较两组患者眼睛的使用效果。结果:观察组患者术后共出现并发症4例,发生率为13.3%,其中暂时性视力模糊者3例,出现异物感1例,未见暴露性角膜炎及结膜炎发生。对照组术后共出现并发症17例,发生率为56.7%,其中暂时性视力模糊者15例,暴露性角膜炎症状3例,出现或合并异物感7例;3例暴露性角膜炎患者中有2例合并结膜炎,应用贝复舒及复方硫酸新霉素滴眼液治疗2－4d后症状消失。两组患者的并发症发生率比较差异有统计学意义(P<0.05)。结论:全麻手术患者术前使用贝复舒滴眼液进行眼睛保护,可减少术后暴露性角膜炎等常见眼科疾病的发生,为全麻手术提供一种效果好、便捷、安全可靠的新型眼睛保护方法。
","
","动物;牛;人类
","陈尔英;罗永香;黄国雄;潘振斌;劳景茂;张培丽;钟恒芳;吴小华
","钦州市第一人民医院手术室,广西钦州 535000
","R-332;R322.91;R341.6;R614.2;R944.1;R977.6;R988.1
","海南医学;2016;(3):509-510
","1003-6350
","46-1025/R
","
","H03
","
","广西壮族自治区钦州市科学技术局科技攻关课题(编号:20133510)
","广西
","0
","20170921
","AA
","海南医学
","2016
","
","3
","509-510
"
"2017406845
","渐进多焦点眼镜控制青少年近视度数的效果观察
","Effect of progressive multifocal lens in controlling tenagers myopic degree
","目的:研究渐进多焦点眼镜对青少年近视度数的临床控制效果。方法:选取郏县人民医院2014年8月-2015年3月收治的青少年近视患者60例,随机分为对照组和观察组,各30例。对照组佩戴常规单焦点框架眼镜治疗,观察组佩戴渐进多焦点眼镜治疗。比较两组患者戴镜前后眼睛屈光度、眼轴长度以及临床效果。结果:戴镜前,两组患者眼睛屈光度及眼轴长度比较,差异无统计学意义(P>0.05);戴镜后,观察组患者眼睛屈光度小于戴镜前,眼轴长度长于戴镜前,且观察组屈光度小于对照组,眼轴长度长于对照组,差异有统计学意义(P<0.05)。观察组患者近视度数控制总有效率高于对照组,差异有统计学意义(P<0.05)。结论:渐进多焦点眼镜对于青少年近视度数的控制效果显著,可有效控制患者近视度数的进一步发展。
","
","青少年;人类
","靳素娟
","河南省平顶山市郏县人民医院眼科, 467100
","R244.9;R322.91;R778.11
","临床合理用药杂志;2016;(18):33-34
","1674-3296
","13-1389/R
","
","L13
","
","
","河南
","0
","20170921
","AA
","临床合理用药杂志
","2016
","
","18
","33-34
"
"2017224312
","红霉素眼膏对全身麻醉下长时间手术患者的眼睛保护及护理
","
","目的:探讨红霉素眼膏对全身麻醉下长时间手术患者的眼睛保护及护理。方法:选取2015年5月－2016年5月我院收治的126例手术患者为研究对象,随机抽取63例为对照组给予常规眼睛保护与护理,另63例为研究组在对照组基础上给予红霉素眼膏,比较两组患者眼睛情况。结果:研究组眼部不适症状及并发症发生率均低于对照组,差异显著。结论:全身麻醉下长时间手术患者经红霉素眼膏保护与护理,降低了不适症及并发症的发生几率,减轻了患者眼部疼痛,值得推广。
","红霉素眼膏;全身麻醉;手术;眼睛保护
","人类
","李琴;陈卫珍;王文兰;黄素珍
","广东省佛山市中医院手术室,佛山 528000
","R322.91;*R969.4;R978.15
","海峡药学;2016;28(12):217-218
","1006-3765
","35-1173/R
","
","HG4
","
","
","广东
","0
","20170605
","AA
","海峡药学
","2016
","28
","12
","217-218
"
"2017211507
","氩激光治疗单纯型糖尿病性视网膜病变64例护理干预对策及体会
","
","目的:探讨单纯型糖尿病导致视网膜发生病变时利用氩激光技术同时加强护理干预对患者进行治疗的效果评价。方法:128例因单纯型糖尿病造成视网膜病变的眼科患者,随机分为研究组和对照组,每组64例。对照组患者采用氩激光治疗技术进行手术治疗,研究组患者在对照组治疗基础上加以护理干预手段辅助治疗。记录两组患者在治疗和随访期间眼睛的恢复情况,评价氩激光手术中护理干预对患者视网膜恢复情况的应用价值。结果:护理干预后,研究组有效33例,显效30例,无效1例,临床治疗总有效率为98.44%,对照组有效20例,显效30例,无效14例,临床治疗总有效率为78.13%,研究组治疗总有效率明显高于对照组,差异具有统计学意义(P<0.05)。结论:在患有单纯型糖尿病时应及时预防视网膜发生病变,若发生病变及时对其采用氩激光术治疗,阻止病情的进一步恶化,护理干预手段对术后的恢复具有很重要的意义,是治疗中的一大亮点,对患者病情恢复具有极高的利用价值,在临床治疗中应积极推广使用。
","氩激光;单纯型糖尿病性视网膜病变;护理干预;应用评价
","人类
","王颖
","沈阳市第五人民医院, 110023
","R312;R322.91;R616.4;R774.1
","中国现代药物应用;2016;10(23):185-186
","1673-9523
","11-5581/R
","
","ZZ14
","
","
","辽宁
","0
","20170605
","AA
","中国现代药物应用
","2016
","10
","23
","185-186
"
"2017208956
","改良式上睑提肌缩短术矫正上睑下垂30例的疗效
","
","目的:探讨研究改良式上睑提肌缩短术对上睑下垂患者进行矫正的疗效。方法:选取2014年3月到2016年2月的30例上睑下垂患者,随机分为对照组和观察组,所有患者均进行术前检查和术后处理,对照组患者采取常规的上睑提肌缩短术进行矫正,观察组患者采取改良式上睑提肌缩短术进行矫正,在手术6个月后进行对患者眼睛的手术矫正以及恢复情况的观察和评估。结果:观察组手术矫正治愈率93.33%高于对照组的53.33%;矫正不足率6.67%小于对照组的20%;矫正过度为0低于对照组的26.67%;矫正手术的效果明显优于对照组,且P<0.05,差异具有统计学意义。结论:改良式上睑提肌缩短术可以有效地改善和矫正眼睑的生理功能和外观,效果显著,值得在临床上推广应用。
","改良式上睑提肌缩短术;上睑下垂;矫正;效果
","人类
","曹文娟;王淑兰
","江苏徐州市中医院,江苏徐州 221009
","R-33;R473.6;R68;*R77;R777.14
","检验医学;2016;31(B09):147-148
","1673-8640
","31-1915/R
","
","SB4
","
","
","江苏
","0
","20170605
","AA
","检验医学
","2016
","31
","B09
","147-148
"
"2017207460
","原发性开角型青光眼患者血流变学与血流动力学的相关性
","Correlation between Blood Rheology and Hemodynamics in Patients with Primary Open Angle Glaucoma
","目的:分析原发性开角型青光眼(POAG)患者的血流变学与血流动力学,并探讨两者之间的相关性。方法:收集2015年1月至2016年6月我院收治的43例(51只眼睛)POAG患者为病例组,并于同期随机抽取25例(50只眼睛)健康体检自愿者为对照组,测定两组的血流变学指标如纤维蛋白原、全血比粘度、血浆比粘度水平,采用彩色多普勒超声诊断仪检测两组视网膜中央动脉(CRA)、眼动脉(OA)的频谱,并对比两组血流动力学指标如阻力指数值(RI)、收缩期峰值血流速度(PSV)、舒张末期血流速度(EDV)。结果:病例组的纤维蛋白原、低切、高切的全血比粘度及血浆粘度均高于对照组,差异有统计学意义(P<0.05)。病例组CRA、OA的RI水平高于对照组,PSV、EDV水平低于对照组,差异有统计学意义(P<0.05)。病例组患者血流变学参数纤维蛋白原、低切、高切的全血比粘度及血浆粘度与血流动力学参数RI呈正相关关系,与PSV、EDV呈负相关关系,差异有统计学意义(P<0.05)。结论:POAG患者存在不同程度的血液循环障碍,联合检测血流变学和血流动力学可作为诊断和评估原发性开角型青光眼预后的重要指标。
","原发性开角型青光眼;血流变学;血流动力学;相关性
","人类
","都艳红;丁洁;张士宏;王艳新;高艳茹;刘晔青;蔡金玲;张丹;夏春晓
","河北省保定市第二中心医院眼科,河北保定 072750
","R331.11;R331.13;R331.3;*R775;R775.2
","现代生物医学进展;2016;16(35):6952-6954,6935
","1673-6273
","23-1544/R
","
","SH4
","
","
","河北
","0
","20170605
","AA
","现代生物医学进展
","2016
","16
","35
","6952-6954,6935
"
